server,peer,combination,delay,chaincode,payload,send rate,max lat,min lat,avg lat,TPS,link1,link2,link3,link4,link5,link6,link7,server1,server2,server3,server4,server5,server6,server7,server8
5,7,21211,50.100.250.350,Create,19000,328.1,1.81,0.07,0.35,292.4,50,100,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,100,786.8,1.05,0.05,0.29,606.8,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,1000,773.1,1.74,0.06,0.31,497.9,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,4000,771.9,1.06,0.08,0.32,610.1,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,7000,771.6,2.07,0.09,0.71,458.5,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,10000,758.7,6.39,0.08,1.13,264.9,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,13000,331.6,3.0,0.06,0.38,281.3,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,16000,394.2,2.8,0.09,0.58,291.0,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,100.200.250.350,Create,19000,392.0,6.91,0.06,0.89,238.5,100,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,100,789.9,1.08,0.05,0.28,614.6,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,1000,766.0,1.42,0.06,0.3,505.7,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,4000,773.4,1.24,0.08,0.33,527.7,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,7000,782.2,2.49,0.09,0.57,417.8,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,10000,781.9,3.18,0.07,1.03,364.9,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,13000,394.3,5.24,0.07,0.46,226.6,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,16000,394.9,7.75,0.08,0.62,219.4,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,21211,50.200.250.350,Create,19000,394.6,8.13,0.07,0.87,187.7,50,200,250,350,0,0,0,2,1,2,1,1,0,0,0
5,7,22111,50.100.200.250,Create,100,786.5,0.81,0.05,0.21,633.9,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,1000,780.0,0.57,0.06,0.21,703.5,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,4000,768.6,0.66,0.08,0.19,629.7,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,7000,744.0,3.08,0.08,0.56,370.2,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,10000,775.2,7.58,0.09,0.89,216.8,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,13000,396.4,9.6,0.06,0.9,173.3,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,16000,393.0,7.71,0.07,0.66,212.1,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.250,Create,19000,394.8,11.23,0.06,1.13,168.3,50,100,200,250,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,100,780.0,1.06,0.05,0.24,620.9,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,1000,779.1,0.77,0.06,0.23,672.3,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,4000,774.3,0.94,0.08,0.27,622.3,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,7000,780.0,2.36,0.09,0.54,428.9,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,10000,768.0,9.69,0.08,0.97,187.7,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,13000,394.9,5.54,0.07,0.37,219.2,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,16000,393.0,6.23,0.07,0.67,220.6,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.200.350,Create,19000,357.0,6.07,0.07,0.72,260.2,50,100,200,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,100,785.2,0.94,0.05,0.24,623.2,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,1000,768.9,0.94,0.06,0.24,617.9,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,4000,774.3,0.94,0.09,0.27,615.6,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,7000,783.1,1.83,0.1,0.69,466.9,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,10000,571.6,2.21,0.09,0.87,506.5,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,13000,397.4,3.26,0.08,0.4,283.7,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,16000,393.9,7.3,0.08,0.83,224.1,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.100.250.350,Create,19000,395.3,5.47,0.08,1.01,261.7,50,100,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,100,795.5,0.92,0.05,0.25,621.7,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,1000,777.0,1.32,0.06,0.26,524.7,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,4000,768.0,1.86,0.08,0.28,469.6,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,7000,777.0,1.61,0.09,0.51,515.7,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,10000,775.2,9.91,0.09,1.07,185.8,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,13000,383.0,2.81,0.07,0.35,312.6,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,16000,396.4,4.69,0.09,0.83,281.2,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,50.200.250.350,Create,19000,395.3,2.81,0.07,0.88,302.3,50,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,100,788.0,0.91,0.05,0.27,623.6,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,1000,776.1,1.36,0.05,0.28,515.5,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,4000,766.3,1.36,0.08,0.31,505.2,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,7000,779.7,2.33,0.09,0.57,414.4,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,10000,772.2,2.76,0.09,1.07,454.3,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,13000,396.6,7.31,0.07,0.59,238.1,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,16000,328.2,1.85,0.07,0.61,314.9,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,22111,100.200.250.350,Create,19000,395.2,2.6,0.07,0.9,321.5,100,200,250,350,0,0,0,2,2,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,100,794.3,0.83,0.05,0.22,635.5,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,1000,777.9,0.59,0.06,0.21,688.0,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,4000,781.6,1.49,0.08,0.26,524.4,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,7000,776.1,2.68,0.09,0.74,455.0,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,10000,772.5,6.09,0.08,1.03,246.1,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,13000,268.3,10.44,0.06,0.79,167.2,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,16000,395.3,6.46,0.09,0.7,224.4,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.250,Create,19000,394.2,1.09,0.08,0.76,330.6,50,100,200,250,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,100,780.0,1.0,0.06,0.23,608.3,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,1000,774.3,0.75,0.06,0.23,659.6,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,4000,768.9,0.99,0.09,0.27,622.3,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,7000,779.7,2.42,0.08,0.57,467.4,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,10000,775.8,7.03,0.08,1.03,264.1,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,13000,331.2,2.0,0.06,0.26,293.3,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,16000,391.5,2.69,0.09,0.55,288.4,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.200.350,Create,19000,329.1,1.46,0.08,0.78,314.8,50,100,200,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,100,774.6,0.97,0.06,0.25,612.7,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,1000,771.0,0.74,0.07,0.23,666.7,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,4000,770.4,1.2,0.1,0.32,623.2,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,7000,781.6,2.2,0.09,0.62,465.5,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,10000,773.1,2.39,0.11,1.12,487.7,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,13000,395.7,12.84,0.08,0.48,136.2,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,16000,394.1,9.39,0.07,0.9,165.8,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.100.250.350,Create,19000,395.6,6.84,0.08,0.92,212.3,50,100,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,100,786.5,0.94,0.06,0.26,611.6,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,1000,782.2,0.77,0.06,0.26,657.9,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,4000,771.0,1.38,0.11,0.36,518.9,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,7000,774.3,2.06,0.1,0.66,477.7,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,10000,771.6,4.0,0.11,1.1,336.3,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,13000,395.6,1.39,0.07,0.31,320.2,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,16000,394.1,4.01,0.07,0.59,233.9,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,50.200.250.350,Create,19000,395.0,3.32,0.08,0.86,331.8,50,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,100,784.9,1.1,0.06,0.27,606.8,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,1000,775.8,0.7,0.07,0.27,662.7,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,4000,774.0,2.66,0.11,0.35,394.7,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,7000,779.1,2.2,0.09,0.86,529.7,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,10000,775.5,3.31,0.08,1.38,430.0,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,13000,339.3,5.49,0.04,0.36,266.9,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,16000,396.1,5.93,0.08,0.83,276.3,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,7,31111,100.200.250.350,Create,19000,394.6,6.25,0.08,1.28,248.4,100,200,250,350,0,0,0,3,1,1,1,1,0,0,0
5,8,11114,50.100.200.250,Create,100,785.2,0.82,0.05,0.31,614.1,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,1000,772.2,2.27,0.06,0.33,447.5,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,4000,784.6,1.1,0.16,0.53,714.3,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,7000,777.9,0.77,0.09,0.43,693.2,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,10000,559.8,3.7,0.09,0.95,520.0,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,13000,394.5,0.62,0.06,0.13,373.3,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,16000,346.3,1.71,0.07,0.19,336.6,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.250,Create,19000,329.1,1.71,0.06,0.32,310.8,50,100,200,250,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,100,789.9,1.65,0.05,0.29,499.0,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,1000,768.0,2.42,0.05,0.48,461.5,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,4000,554.3,7.77,0.1,0.85,206.7,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,7000,716.1,10.59,0.17,1.56,164.1,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,10000,434.0,12.43,0.12,1.39,133.5,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,13000,285.3,14.8,0.06,1.95,113.9,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,16000,336.8,17.41,0.06,2.5,109.7,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.200.350,Create,19000,243.1,17.7,0.06,2.71,103.4,50,100,200,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,100,792.1,2.02,0.05,0.37,442.9,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,1000,770.1,2.42,0.05,0.43,404.2,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,4000,780.6,4.76,0.08,0.55,293.2,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,7000,557.6,10.59,0.06,1.06,158.9,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,10000,437.6,1.67,0.07,0.78,413.7,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,13000,331.8,1.26,0.06,0.27,277.3,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,16000,175.4,19.95,0.06,2.63,92.3,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.100.250.350,Create,19000,249.0,20.88,0.06,3.14,88.7,50,100,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,100,778.5,3.53,0.06,0.47,329.5,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,1000,776.4,4.31,0.06,0.43,300.8,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,4000,771.0,3.67,0.08,0.55,336.4,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,7000,438.4,9.82,0.06,0.95,158.3,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,10000,768.3,16.59,0.07,2.25,116.7,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,13000,276.3,15.33,0.06,1.96,110.5,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,16000,242.4,18.2,0.06,2.66,98.2,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,50.200.250.350,Create,19000,395.3,25.59,0.06,4.33,70.2,50,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,100,789.0,8.81,0.05,0.47,178.4,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,1000,772.8,8.35,0.06,0.49,189.5,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,4000,767.8,9.02,0.08,0.92,174.3,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,7000,351.1,11.93,0.06,1.28,139.9,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,10000,443.3,16.37,0.06,1.85,112.1,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,13000,394.8,19.34,0.06,2.11,93.5,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,16000,394.9,20.23,0.06,2.3,88.1,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11114,100.200.250.350,Create,19000,240.8,26.07,0.06,3.38,71.3,100,200,250,350,0,0,0,1,1,1,1,4,0,0,0
5,8,11123,50.100.200.250,Create,100,788.0,0.93,0.05,0.3,616.7,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,1000,773.4,1.42,0.06,0.32,601.7,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,4000,774.3,1.59,0.08,0.35,511.5,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,7000,785.9,2.83,0.1,0.55,404.9,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,10000,780.9,12.71,0.07,2.28,145.1,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,13000,395.0,11.61,0.06,1.39,166.6,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,16000,346.4,14.44,0.06,2.68,131.5,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.250,Create,19000,334.2,16.67,0.06,3.8,114.1,50,100,200,250,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,100,441.4,2.07,0.04,0.33,417.7,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,1000,576.9,1.5,0.06,0.35,415.1,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,4000,444.8,7.36,0.08,0.55,223.0,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,7000,559.8,3.57,0.06,0.51,338.1,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,10000,443.6,10.62,0.07,1.11,164.6,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,13000,328.4,2.0,0.06,0.3,311.5,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,16000,394.3,14.12,0.07,1.58,123.1,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.200.350,Create,19000,289.1,17.0,0.06,1.85,105.9,50,100,200,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,100,787.1,1.12,0.06,0.36,584.6,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,1000,770.7,2.08,0.05,0.4,468.4,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,4000,781.3,4.55,0.07,0.48,297.0,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,7000,565.1,8.41,0.05,0.75,176.6,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,10000,789.0,3.61,0.11,1.05,361.2,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,13000,286.4,13.77,0.04,1.21,123.3,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,16000,330.6,14.04,0.06,1.7,130.4,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.100.250.350,Create,19000,329.1,19.52,0.06,1.74,92.8,50,100,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,100,787.4,1.0,0.05,0.36,598.8,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,1000,767.8,2.19,0.06,0.41,458.0,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,4000,759.3,3.27,0.16,0.59,355.2,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,7000,783.4,6.86,0.1,0.84,233.3,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,10000,562.6,10.69,0.1,1.06,165.9,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,13000,296.0,10.06,0.06,0.67,140.2,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,16000,328.8,16.61,0.07,1.2,117.0,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,50.200.250.350,Create,19000,394.4,14.92,0.07,1.8,120.1,50,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,100,789.6,1.95,0.06,0.4,478.5,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,1000,776.4,4.32,0.06,0.47,298.7,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,4000,775.5,3.65,0.08,0.48,323.4,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,7000,587.2,11.15,0.07,1.08,152.1,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,10000,366.4,10.37,0.06,1.01,154.9,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,13000,296.4,10.06,0.06,0.96,159.3,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,16000,398.0,18.53,0.07,1.62,103.4,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11123,100.200.250.350,Create,19000,394.0,14.48,0.07,2.2,124.8,100,200,250,350,0,0,0,1,1,1,2,3,0,0,0
5,8,11132,50.100.200.250,Create,100,784.3,0.82,0.05,0.29,623.4,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,1000,763.9,2.1,0.06,0.31,444.6,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,4000,772.2,1.82,0.07,0.35,460.7,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,7000,783.4,1.66,0.08,0.48,524.9,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,10000,772.8,11.95,0.06,2.07,156.3,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,13000,290.9,13.23,0.06,1.57,138.8,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,16000,341.8,16.58,0.06,4.13,116.9,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.250,Create,19000,394.9,14.33,0.06,3.59,127.0,50,100,200,250,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,100,791.5,2.18,0.05,0.34,470.7,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,1000,562.4,1.97,0.06,0.35,384.6,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,4000,771.6,3.23,0.07,0.4,349.6,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,7000,551.7,6.27,0.16,0.69,231.7,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,10000,777.0,5.47,0.08,0.88,280.8,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,13000,394.6,10.46,0.06,0.66,168.1,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,16000,334.5,8.1,0.06,0.52,214.2,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.200.350,Create,19000,394.8,7.13,0.07,0.93,201.7,50,100,200,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.250.350,Create,100,783.4,2.31,0.05,0.35,414.9,50,100,250,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.250.350,Create,1000,768.3,2.4,0.06,0.37,410.6,50,100,250,350,0,0,0,1,1,1,3,2,0,0,0
5,8,11132,50.100.250.350,Create,4000,774.3,1.05,0.07,0.38,601.1,50,100,250,350,0,0,0,1,1,1,3,2,0,0,0
